time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
1970/01/01/01:02:56.200000,3518,176,160000000,world,20.642304656485162,4.366270829281615,-16.231114494030603,0.017182994616003675,0.000690097844203825,0.9694389939468814,-0.24472904501969187
1970/01/01/01:02:56.250000,3519,176,210000000,world,20.62985604699058,4.363419253843902,-16.233841159549407,0.01700762408700216,0.0010326134737520091,0.9702278735590417,-0.24159376606491625
1970/01/01/01:02:56.300000,3520,176,260000000,world,20.617238483661893,4.360714436596975,-16.23653788026376,0.01685018176081733,0.0013757345307763556,0.9710715680608291,-0.23818939613889376
1970/01/01/01:02:56.350000,3521,176,310000000,world,20.60472261806615,4.358077886298017,-16.23911654329402,0.016679382548275497,0.00159954500566745,0.9718492836191271,-0.2350068287998722
1970/01/01/01:02:56.410000,3522,176,360000000,world,20.592330733624518,4.355505148023096,-16.241558691297932,0.016519012078509816,0.0016967696052018577,0.9725079571840625,-0.23227680991984306
1970/01/01/01:02:56.410000,3523,176,410000000,world,20.57999315950112,4.353017453180491,-16.24389785202041,0.016400696253889277,0.0016346604349998504,0.9729975793293566,-0.2302260968414792
1970/01/01/01:02:56.460000,3524,176,460000000,world,20.567687229060283,4.350621200400063,-16.24614527280948,0.016322589117558007,0.0014240070540114662,0.9732596088560656,-0.22912284708807973
1970/01/01/01:02:56.510000,3525,176,510000000,world,20.555342928139755,4.34825888417791,-16.24827471909921,0.016272191259837275,0.001222495242625581,0.9732629869903899,-0.22911324591024682
1970/01/01/01:02:56.560000,3526,176,560000000,world,20.542664395251983,4.345714622506576,-16.25027518608094,0.016307949384231375,0.0011069758678751787,0.9730551951869845,-0.22999220097848685
1970/01/01/01:02:56.610000,3527,176,610000000,world,20.529516773439795,4.342962051295042,-16.252157258547488,0.016391262966002285,0.0010995816648301051,0.9726660184177511,-0.2316267126950188
1970/01/01/01:02:56.660000,3528,176,660000000,world,20.515972071553122,4.340242043846657,-16.253929846889292,0.016434188332365218,0.0011901262536548013,0.9721954878512571,-0.2335903132730735
1970/01/01/01:02:56.710000,3529,176,710000000,world,20.5023096607817,4.3375041629866,-16.255638082142628,0.016367787290081454,0.0014650984249424352,0.9717848800462325,-0.23529576268892127
1970/01/01/01:02:56.760000,3530,176,760000000,world,20.4885778912077,4.33465439573736,-16.257460932016638,0.016255808734900536,0.0018219971199007988,0.9715168296313225,-0.23640532724956315
1970/01/01/01:02:56.810000,3531,176,810000000,world,20.47470382672161,4.331692346601594,-16.259252971928532,0.016179551489347174,0.002081370363197399,0.9714435770592852,-0.23670924485806566
1970/01/01/01:02:56.860000,3532,176,860000000,world,20.460562903021284,4.328606916138155,-16.260955649795406,0.016175119537999834,0.002214043263493754,0.9715896461507815,-0.23610807485759103
1970/01/01/01:02:56.910000,3533,176,910000000,world,20.445945356028485,4.325245078787886,-16.262587842836048,0.016276369196447975,0.0022688678592403585,0.9719276465389863,-0.23470530871202164
1970/01/01/01:02:56.960000,3534,176,960000000,world,20.4306887490884,4.321644247496917,-16.264102242916557,0.01645383311374459,0.002292186891060845,0.9724142071972435,-0.2326684914123055
1970/01/01/01:02:57.010000,3535,177,10000000,world,20.41482340305464,4.318087142381884,-16.26553054554033,0.016630912996763437,0.002258394123550994,0.9729280372334597,-0.2304980406726368
1970/01/01/01:02:57.060000,3536,177,60000000,world,20.39856902362253,4.314572344997609,-16.2669053956413,0.016742002225800544,0.0022828227550050575,0.9733432787152494,-0.2287298753149417
1970/01/01/01:02:57.110000,3537,177,110000000,world,20.38181376443091,4.311067847642612,-16.268232958334853,0.016834014152435496,0.002438566873411774,0.9736257056261716,-0.2275162734906211
1970/01/01/01:02:57.160000,3538,177,160000000,world,20.364376076590496,4.307564467136228,-16.269504253890428,0.016956430318034926,0.0026787465402203763,0.9737655888938667,-0.2269050058372975
1970/01/01/01:02:57.210000,3539,177,210000000,world,20.34607348789663,4.303971804746105,-16.27068760672491,0.017183719763076363,0.0027922845671910874,0.9737744092038482,-0.2268486784217544
1970/01/01/01:02:57.260000,3540,177,260000000,world,20.32675889866868,4.300214228491535,-16.271766894320596,0.01752024522307921,0.0027651320612327953,0.973662687607428,-0.2273023664924919
1970/01/01/01:02:57.310000,3541,177,310000000,world,20.306334900587355,4.296280390645159,-16.27274711236671,0.017926416749020502,0.0026739108628839755,0.9734683213066145,-0.22810287415050223
1970/01/01/01:02:57.360000,3542,177,360000000,world,20.284931642639286,4.292390610128135,-16.27363693777761,0.018299128675493076,0.002575661404325044,0.9733082040400785,-0.22875674373955635
1970/01/01/01:02:57.410000,3543,177,410000000,world,20.262893382098582,4.288496892398016,-16.274443078113052,0.018553601097700864,0.002622032393488264,0.9733075895697045,-0.22873833285754003
1970/01/01/01:02:57.460000,3544,177,460000000,world,20.24015648572422,4.284545385832741,-16.275238071279954,0.018759831581525808,0.0028353986012262717,0.9734779593789826,-0.22799274514145573
1970/01/01/01:02:57.510000,3545,177,510000000,world,20.216571763557262,4.280466857973213,-16.276219063938825,0.019001223528886276,0.0030730954998469135,0.9738010786685111,-0.2265854557832396
1970/01/01/01:02:57.560000,3546,177,560000000,world,20.19205841287062,4.276248916506872,-16.27719560597326,0.0193185247145541,0.0031666950557536397,0.9742285249037848,-0.22471214455180727
1970/01/01/01:02:57.610000,3547,177,610000000,world,20.166783775916464,4.272082085455459,-16.278091394156547,0.01963735994483897,0.0030652142830790777,0.9746315090100729,-0.22293138002655438
1970/01/01/01:02:57.660000,3548,177,660000000,world,20.14112253428626,4.26789019687425,-16.278934566017185,0.0198725184789684,0.002921452656725246,0.9748799499389903,-0.22182342376455563
1970/01/01/01:02:57.710000,3549,177,710000000,world,20.115186919851983,4.26355417287155,-16.279770773780402,0.02004101426584886,0.002861603667769213,0.9749231425123498,-0.22161912184080437
1970/01/01/01:02:57.760000,3550,177,760000000,world,20.088879676815527,4.259088455367309,-16.280660828714485,0.020184735921892412,0.0029081980503008597,0.9747850857338283,-0.22221196063838863
1970/01/01/01:02:57.810000,3551,177,810000000,world,20.06224434026084,4.254699237797932,-16.281798362028976,0.02028508878912357,0.002977147109304712,0.9745780130770149,-0.2231083776884339
1970/01/01/01:02:57.860000,3552,177,860000000,world,20.035589119542816,4.250300957197292,-16.283227633658527,0.020300610130942875,0.00309773661325653,0.9744472268937157,-0.22367586203105197
1970/01/01/01:02:57.910000,3553,177,910000000,world,20.00900997996977,4.245791196540233,-16.284748536319498,0.020301697309971382,0.0031432986507760646,0.9744730462264719,-0.22356261525135837
1970/01/01/01:02:57.960000,3554,177,960000000,world,19.982437914171147,4.2411264329282785,-16.2863496276979,0.020342735665678173,0.00306666066798334,0.9746908760883567,-0.2226083214259866
1970/01/01/01:02:58.010000,3555,178,10000000,world,19.955748728584048,4.236279628306,-16.288105707280362,0.020434540365886707,0.0029239336851086977,0.9750782405609946,-0.2208988568470085
1970/01/01/01:02:58.060000,3556,178,60000000,world,19.92898694514405,4.231490202643042,-16.28993468890247,0.020499533172662246,0.0027995475796397246,0.9755377668994927,-0.21885611032320593
1970/01/01/01:02:58.110000,3557,178,110000000,world,19.902402313593214,4.226715406529421,-16.291882061879566,0.020476184837616613,0.002793734655431159,0.975943978151743,-0.21703979453206465
1970/01/01/01:02:58.160000,3558,178,160000000,world,19.876030013837674,4.22187603299385,-16.29394629309095,0.020405647300394226,0.002901504417386202,0.9762249372066023,-0.21577780888296424
1970/01/01/01:02:58.210000,3559,178,210000000,world,19.849791462250835,4.216982533280788,-16.295940718474654,0.020358598577492865,0.002953880012256177,0.9763351509481033,-0.21528231483328597
1970/01/01/01:02:58.260000,3560,178,260000000,world,19.82358469596371,4.212110636088817,-16.29783327538168,0.020359342831698823,0.0028724069557827603,0.9762671279556696,-0.2155916077006009
1970/01/01/01:02:58.310000,3561,178,310000000,world,19.797397882859165,4.2073898380810855,-16.299653113499545,0.020383280829604368,0.0026448636215681345,0.9761174042691455,-0.2162691370536036
1970/01/01/01:02:58.360000,3562,178,360000000,world,19.771458872312177,4.202793991431306,-16.301352140314663,0.020352987269002754,0.0024118866553230933,0.975996774449568,-0.21681843781382773
1970/01/01/01:02:58.410000,3563,178,410000000,world,19.745797600904456,4.1982834306242305,-16.302951547580705,0.020281854420746342,0.0022467288254531047,0.9759693282224815,-0.21695038363597996
1970/01/01/01:02:58.460000,3564,178,460000000,world,19.720345275747643,4.1938626436080675,-16.304475064329374,0.02018551175805276,0.002209686316920445,0.9760860956707101,-0.21643381491753017
1970/01/01/01:02:58.510000,3565,178,510000000,world,19.695022489409073,4.189484558104663,-16.305970395640855,0.020081437012932746,0.002330873484128846,0.9763833117541634,-0.21509749288234156
1970/01/01/01:02:58.560000,3566,178,560000000,world,19.66973351548016,4.185006782229823,-16.30752294748322,0.020006148188545972,0.002511929779234121,0.9768101959754982,-0.2131555424607828
1970/01/01/01:02:58.610000,3567,178,610000000,world,19.64479788753139,4.180500183214697,-16.309019602734605,0.019880399888957914,0.002623005393619514,0.9772451716609998,-0.21116288501586428
1970/01/01/01:02:58.660000,3568,178,660000000,world,19.620278026255587,4.175976738824758,-16.31047388353111,0.019736173200041385,0.0026311309160517095,0.9776182612688179,-0.20944234493352568
1970/01/01/01:02:58.710000,3569,178,710000000,world,19.596077660493382,4.171412878387156,-16.311963175257468,0.019623711378264328,0.0025137342524556836,0.9778832428209825,-0.20821372313507658
1970/01/01/01:02:58.760000,3570,178,760000000,world,19.572148225309828,4.16680578288704,-16.313564027352676,0.019540356650322332,0.0023114255906545667,0.9779841120543046,-0.20774962898419477
1970/01/01/01:02:58.810000,3571,178,810000000,world,19.54844405261639,4.162202142662754,-16.315155508820162,0.01946470782647236,0.002135759738438568,0.9778981078181677,-0.2081630476458706
1970/01/01/01:02:58.860000,3572,178,860000000,world,19.524880842871273,4.15772213916113,-16.3167626487053,0.01938516920352695,0.002014975213548614,0.9777214122750357,-0.20899998820274795
1970/01/01/01:02:58.910000,3573,178,910000000,world,19.501695049452504,4.15331128867282,-16.318465160335677,0.0192261701130857,0.0020331272674445197,0.9775459963136477,-0.2098333764381989
1970/01/01/01:02:58.960000,3574,178,960000000,world,19.47893498854172,4.148928974003879,-16.3203076348696,0.019018649900671113,0.002159638498252025,0.9774257385088171,-0.21041043847206437
1970/01/01/01:02:59.010000,3575,179,10000000,world,19.456536843899357,4.144589773373275,-16.32211148050897,0.018826659271002633,0.0022431708187408642,0.9774138475372826,-0.2104820555955716
1970/01/01/01:02:59.060000,3576,179,60000000,world,19.434465848892252,4.140301567184718,-16.323857634447762,0.01866272691056848,0.0022371246379658477,0.9775717432945232,-0.20976220967972892
1970/01/01/01:02:59.110000,3577,179,110000000,world,19.412660126612977,4.136087977075803,-16.325628334623467,0.018539730604256153,0.0021139540752853035,0.9779180384990752,-0.2081540765044261
1970/01/01/01:02:59.160000,3578,179,160000000,world,19.39099810257941,4.132009299003671,-16.32749191677381,0.018463476248472846,0.0018865840728927753,0.9783414412346795,-0.2061639279995616
1970/01/01/01:02:59.210000,3579,179,210000000,world,19.369693745820495,4.127995493704227,-16.329345736726555,0.01834037155542552,0.0017265777286468319,0.978751612021135,-0.20422030179829168
1970/01/01/01:02:59.260000,3580,179,260000000,world,19.348790616693375,4.124025127995052,-16.33122566020647,0.018170813123800186,0.0016894100644474848,0.979101098757655,-0.20255371103884173
1970/01/01/01:02:59.310000,3581,179,310000000,world,19.32821850784059,4.120119672461129,-16.333214997053542,0.017979030059508856,0.0017754007065944317,0.9793405572232304,-0.2014092237414731
1970/01/01/01:02:59.360000,3582,179,360000000,world,19.30790049094929,4.116306034482378,-16.335371580996078,0.017794728296128208,0.0019085176010264096,0.9794194166328888,-0.20104057184540036
1970/01/01/01:02:59.410000,3583,179,410000000,world,19.287675074082973,4.112649373109202,-16.337524458659843,0.01767872160698237,0.0019129432343535189,0.9793342020635984,-0.20146544150047152
1970/01/01/01:02:59.460000,3584,179,460000000,world,19.267496742647882,4.1091652627386095,-16.339635426642634,0.017614419655697256,0.0017772490775239975,0.9791707159066778,-0.2022653769598579
1970/01/01/01:02:59.510000,3585,179,510000000,world,19.24754453713356,4.105784975871465,-16.341667616391113,0.017521974209859324,0.0016481450033442014,0.9790232333151662,-0.20298712438712657
1970/01/01/01:02:59.560000,3586,179,560000000,world,19.227826380745476,4.102496419059272,-16.343675139093612,0.01740233555372104,0.0015960906307042552,0.9789452860650575,-0.20337339576005733
1970/01/01/01:02:59.610000,3587,179,610000000,world,19.208271781376602,4.09931837036935,-16.345729873045332,0.01726838452247465,0.0016551498695899073,0.978987038616075,-0.20318327095659494
1970/01/01/01:02:59.660000,3588,179,660000000,world,19.188794366510308,4.09620700023034,-16.347914481280295,0.01715316424323226,0.0017812153468045855,0.979186663776539,-0.20222777680255527
1970/01/01/01:02:59.710000,3589,179,710000000,world,19.169189098467804,4.093055775355076,-16.35005872572703,0.01712472504121552,0.001850152691330834,0.9795140134768827,-0.20063802762609703
1970/01/01/01:02:59.760000,3590,179,760000000,world,19.14949545982467,4.090010310763386,-16.352147378054273,0.01712634356998122,0.0017826580428990948,0.9799025485609918,-0.19873224652757815
1970/01/01/01:02:59.810000,3591,179,810000000,world,19.12995107625463,4.08700038163747,-16.35417866388277,0.017083016550843627,0.0017049152681400542,0.9802573066596324,-0.19697938102719187
1970/01/01/01:02:59.860000,3592,179,860000000,world,19.11057791833594,4.083962168507514,-16.356201383716677,0.017007224635196196,0.001700545347048729,0.9805149551888743,-0.19569947651102765
1970/01/01/01:02:59.910000,3593,179,910000000,world,19.091282245591003,4.080915114452428,-16.358299362437954,0.016924998873257956,0.0017863844658065017,0.9806303110476355,-0.19512700043381526
1970/01/01/01:02:59.960000,3594,179,960000000,world,19.071918202153014,4.077853295434333,-16.360533001182727,0.016878085581067227,0.0019098444800776672,0.9805795244514159,-0.19538495066871175
1970/01/01/01:03:00.010000,3595,180,10000000,world,19.05237020491685,4.074667457034386,-16.36274322101928,0.01689879518991756,0.001960492884844822,0.9804109672967946,-0.1962267117212683
1970/01/01/01:03:00.060000,3596,180,60000000,world,19.032894065590835,4.07148678192062,-16.36495782173631,0.016893123689204124,0.0018731286642525455,0.9802497305985374,-0.19703192488153648
1970/01/01/01:03:00.110000,3597,180,110000000,world,19.013531218981644,4.068356086170709,-16.367260036451533,0.016872280420555986,0.0017007071510997899,0.9801635910829645,-0.1974633344799576
1970/01/01/01:03:00.160000,3598,180,160000000,world,18.994202103109927,4.065243536411043,-16.36958714293207,0.016848225685749,0.0015974645155023902,0.9801927711201034,-0.19732135424797928
1970/01/01/01:03:00.210000,3599,180,210000000,world,18.974829107349805,4.062101392260147,-16.371985977207665,0.01682769702317749,0.0016293793290991856,0.9803723762418797,-0.19642855606491733
1970/01/01/01:03:00.260000,3600,180,260000000,world,18.95521496290698,4.058821396205549,-16.374449302402425,0.01685502519081976,0.0017898469797763567,0.9806962122439058,-0.1948015499529254
